"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",4.7,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",4.8,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",4.8,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",4.6,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",4.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",5,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",4.5,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",4.3,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",4.2,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",4.2,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.4,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",4,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",4.3,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.8,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.8,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.6,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",40.9,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",38.8,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",36.5,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",33.9,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",28.4,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",28.6,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",29.6,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",29.1,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",27.4,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",25.8,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",24.5,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",16.5,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",15.7,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",13.9,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",12,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",11.6,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",11.6,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",10.8,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",11.1,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",10.2,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",10,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",22.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",22.1,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",22.4,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",21.8,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",20.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",19.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",19.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",18.8,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",18.7,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",18.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",18.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",17.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",17.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",17.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",16.8,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",16,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",14.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",14.1,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",13.3,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",12.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",12.1,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",11.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",11,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",10.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",9.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",9.4,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",9.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",9.1,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",8.4,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",7.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",7.4,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",6.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",6.3,"B"
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",6.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",6.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",6.1,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",5.8,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",5.7,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",5.8,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",5.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",5.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",5.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",5.3,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",5.1,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",4.7,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",4.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",4.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",4.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",4,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",26,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",25.3,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",25.3,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",25.2,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",24.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",24.7,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",23.7,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",22.4,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",21.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",20.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",20,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",19.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",18.5,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",17.7,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",16.7,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",16.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",15.2,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",14.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",13.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",13.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",12.6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",11.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",11.5,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",11.2,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",10.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",10.6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",10.4,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",10.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",10,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",9.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",9.2,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",8.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",8.5,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",8.4,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",7.6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",7.3,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",7.2,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",7.2,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",7.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",6.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",6.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",7,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",6.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",6.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",6.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",6.7,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",6.6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",6.4,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",6.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",6.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",5.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",5.9,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",129.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",126.1,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",122.9,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",119.9,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",117.1,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",114.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",112.1,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",109.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",107.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",105,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",102.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",100,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",97.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",94.9,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",92.3,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",89.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",87.3,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",84.7,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",82,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",79,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",75.9,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",72.7,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",69.7,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",66.7,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",64,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",61.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",59,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",56.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",54.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",52.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",50.9,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",48.9,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",46.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",44.6,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",42.2,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",39.7,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",37.2,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",34.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",32.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",30.2,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",28.1,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",26.1,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",24.3,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",22.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",21,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",19.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",18.2,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",17.1,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",16.2,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",15.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",14.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",14.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",14.3,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",14.3,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",14.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",14.6,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",120.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",108.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",108,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",100.2,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",102.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",95.4,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",97.7,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",94.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",83.5,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",78.7,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",79.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",70.5,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",71.1,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",65.2,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",63.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",55.4,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",54,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",47.5,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",38.7,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",36.6,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",33,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",27,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",24,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",22.2,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",19.6,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",19.5,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",19.1,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",18.5,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",18.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",17.1,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",16,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",14.6,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",14.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",13.1,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",12,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",11.1,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",11.1,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",10,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",10.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",10.1,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",8.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",8.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",7.8,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",7.8,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",8.4,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.6,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",7.8,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",7.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",7.4,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",7.7,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",7.4,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",7,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",7.2,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",6.9,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",84.1,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",80.4,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",76.8,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",73.3,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",69.7,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",66.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",62.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",59.1,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",55.8,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",52.9,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",50.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",48,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",46.1,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",44.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",43.4,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",42.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",42.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",42,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",42,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",42.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",42.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",42.1,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",41.8,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",41.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",40.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",39,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",37.7,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",36.4,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",35,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",33.5,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",31.9,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",30.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",28.3,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",26.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",24.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",22.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",20.3,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",18.7,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",17.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",15.8,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",14.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",13.5,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",12.5,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",11.5,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",10.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",9.8,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",9.2,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",31.1,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",28,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",25.2,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",26,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",25.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",20.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",20,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",19.2,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",18,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",16.7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",17.7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",17.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",15.9,
